HS,IRF1,IRF2,2,0
HS,IRF2,IRF2,4,0
HS,IRF1,ISG20,3,0
HS,SP1,ITGA11,3,0
HS,WT1,ITGA4,2,0
HS,SP1,KDM5B,3,0
HS,SP1,KISS1,3,0
HS,EGR1,KLF5,3,0
HS,SP1,KLF5,3,0
HS,TFAP2A,KRT1,2,0
HS,FOS,LBP,5,0
HS,STAT3,LBP,3,0
HS,SP1,LCAT,1,0
HS,RELA,LCN2,3,0
HS,CREB1,LDHC,3,0
HS,SP1,LDHC,3,0
HS,NF1,LHX3,3,0
HS,SP1,LHX3,2,0
HS,HNF4A,LIPC,2,0
HS,SP1,LOXL4,5,0
HS,STAT1,LY6E,5,0
HS,STAT5A,LY6E,4,0
HS,SP1,MACROD1,2,0
HS,RELA,MAN2B1,3,0
HS,SP1,MAN2B1,3,0
HS,SP1,MAZ,2,0
HS,SP1,MC4R,3,0
HS,RELA,MEFV,3,0
HS,ETS1,MGAT2,2,0
HS,RELA,MGMT,3,0
HS,SP1,MGMT,5,0
HS,RARA,MGP,2,0
HS,SP1,MPO,2,0
HS,ELK1,MPST,2,0
HS,SP1,MUSK,4,0
HS,SP1,MYCN,2,0
HS,STAT1,MYD88,3,0
HS,STAT3,MYD88,3,0
HS,NF1,MYH4,5,0
HS,EGR1,NAB2,3,0
HS,SP1,NAB2,3,0
HS,TP53,NDRG2,2,0
HS,SP1,NEFH,2,0
HS,SP1,NID1,4,0
HS,CREB1,NOV,4,0
HS,SP1,NOV,4,0
HS,SP1,NOX4,3,0
HS,SP1,NPR2,3,0
HS,SP1,NQO2,3,0
HS,IRF1,OGN,2,0
HS,RELA,OLR1,3,0
HS,SP1,PADI2,3,0
HS,SP1,PAICS,2,0
HS,ATF2,PBK,3,0
HS,CREB1,PBK,3,0
HS,EGR1,PDGFC,2,0
HS,SP1,PDGFC,2,0
HS,SP1,PDPN,3,0
HS,SP1,PGD,3,0
HS,SP1,PGR,1,0
HS,ETS1,PKD1,3,0
HS,CEBPB,PLA2G2A,4,0
HS,CEBPD,PLA2G2A,4,0
HS,SP1,PLA2G7,3,0
HS,SP1,PLAC1,3,0
HS,RELA,PLK1,3,0
HS,PITX2,PLOD1,1,0
HS,SP1,POLD1,2,0
HS,TP53,POLD1,2,0
HS,HNF4A,PPARA,1,0
HS,SP1,PPAT,2,0
HS,YY1,PREPL,3,0
HS,SP1,PREX1,4,0
HS,PPARG,PRODH,5,0
HS,TP53,PRODH,3,0
HS,LEF1,PSMD10,2,0
HS,SP1,PTH1R,4,0
HS,RELA,PTK2,3,0
HS,EGR1,PTP4A1,3,0
HS,SP1,PTP4A1,3,0
HS,ELK1,PYGO2,3,0
HS,SP1,RARA,2,0
HS,SP1,RASGRP2,5,0
HS,SP1,RELN,3,0
HS,SP1,ROBO4,2,0
HS,SP1,S100A6,5,0
HS,NR3C1,SCNN1A,3,0
HS,RELA,SCNN1A,3,0
HS,SP1,SCT,3,0
HS,SP1,SCTR,3,0
HS,JUNB,SERPINB9,3,0
HS,JUND,SERPINB9,3,0
HS,SP1,SGPL1,2,0
HS,SP1,SIRT1,4,0
HS,SP1,SLC15A1,3,0
HS,SP1,SLC19A3,3,0
HS,SP1,SLC20A1,3,0
HS,SP1,SLC25A1,2,0
HS,NF1,SLC25A5,2,0
HS,SP1,SLC25A5,1,0
HS,SP1,SLC2A4,2,0
HS,NF1,SLC34A2,3,0
HS,SP1,SLC47A1,2,0
HS,SP1,SMPD3,3,0
HS,SNAI1,SNAI1,1,0
HS,YY1,SNAI1,3,0
HS,SP1,SNAP25,2,0
HS,EGR1,SOD1,3,0
HS,SP1,SOD1,3,0
HS,SP1,SOD3,3,0
HS,FOS,SPRR2A,4,0
HS,HNF1A,SRC,3,0
HS,EGR1,SREBF1,2,0
HS,SP1,SREBF1,2,0
HS,ATF1,SST,3,0
HS,CREB1,SST,2,0
HS,SP1,ST6GALNAC4,3,0
HS,RELA,STAT4,3,0
HS,HNF4A,SULT1E1,2,0
HS,RELA,TAC1,3,0
HS,SP1,TAF7,1,0
HS,TFAP2A,TAF7,1,0
HS,SP1,TARBP2,5,0
HS,STAT6,TCF7,3,0
HS,ATF1,TEAD1,3,0
HS,SP1,TEAD1,2,0
HS,SP1,TGFA,1,0
HS,CREB1,TGFB3,3,0
HS,SMAD3,TGFB3,3,0
HS,SP1,TGM3,2,0
HS,SP1,TGM4,3,0
