Species	geneA	geneB	confidence	geneRegType
HS	IL4	EPOR	1	4
HS	IL4	GHR	1	4
HS	IL4	IFNAR1	1	4
HS	IL4	IFNAR2	1	4
HS	IL4	IFNGR1	1	4
HS	IL4	IFNGR2	1	4
HS	IL4	IL2RA	1	4
HS	IL4	IL2RB	1	4
HS	IL4	IL2RG	1	4
HS	IL4	IL3RA	1	4
HS	IL4	IL4R	1	4
HS	IL4	IL5RA	1	4
HS	IL4	IL6R	1	4
HS	IL4	IL6ST	1	4
HS	IL4	IL7R	1	4
HS	IL4	IL9R	1	4
HS	IL4	IL10RA	1	4
HS	IL4	IL10RB	1	4
HS	IL4	IL11RA	1	4
HS	IL4	IL12RB1	1	4
HS	IL4	IL12RB2	1	4
HS	IL4	IL13RA1	1	4
HS	IL4	IL13RA2	1	4
HS	IL4	IL15RA	1	4
HS	IL4	LEPR	1	4
HS	IL4	LIFR	1	4
HS	IL4	MPL	1	4
HS	IL4	IL21R	1	4
HS	IL4	IL20RA	1	4
HS	IL4	IL20RB	1	4
HS	IL4	PRLR	1	4
HS	IL4	IL22RA1	1	4
HS	IL4	CRLF2	1	4
HS	IL4	OSMR	1	4
HS	IL4	IL27RA	1	4
HS	IL5	IL22RA2	1	4
HS	IL5	CNTFR	1	4
HS	IL5	CSF2RA	1	4
HS	IL5	CSF2RB	1	4
HS	IL5	CSF3R	1	4
HS	IL5	IL23R	1	4
HS	IL5	IFNLR1	1	4
HS	IL5	EPOR	1	4
HS	IL5	GHR	1	4
HS	IL5	IFNAR1	1	4
HS	IL5	IFNAR2	1	4
HS	IL5	IFNGR1	1	4
HS	IL5	IFNGR2	1	4
HS	IL5	IL2RA	1	4
HS	IL5	IL2RB	1	4
HS	IL5	IL2RG	1	4
HS	IL5	IL3RA	1	4
HS	IL5	IL4R	1	4
HS	IL5	IL5RA	1	4
HS	IL5	IL6R	1	4
HS	IL5	IL6ST	1	4
HS	IL5	IL7R	1	4
HS	IL5	IL9R	1	4
HS	IL5	IL10RA	1	4
HS	IL5	IL10RB	1	4
HS	IL5	IL11RA	1	4
HS	IL5	IL12RB1	1	4
HS	IL5	IL12RB2	1	4
HS	IL5	IL13RA1	1	4
HS	IL5	IL13RA2	1	4
HS	IL5	IL15RA	1	4
HS	IL5	LEPR	1	4
HS	IL5	LIFR	1	4
HS	IL5	MPL	1	4
HS	IL5	IL21R	1	4
HS	IL5	IL20RA	1	4
HS	IL5	IL20RB	1	4
HS	IL5	PRLR	1	4
HS	IL5	IL22RA1	1	4
HS	IL5	CRLF2	1	4
HS	IL5	OSMR	1	4
HS	IL5	IL27RA	1	4
HS	IL6	IL22RA2	1	4
HS	IL6	CNTFR	1	4
HS	IL6	CSF2RA	1	4
HS	IL6	CSF2RB	1	4
HS	IL6	CSF3R	1	4
HS	IL6	IL23R	1	4
HS	IL6	IFNLR1	1	4
HS	IL6	EPOR	1	4
HS	IL6	GHR	1	4
HS	IL6	IFNAR1	1	4
HS	IL6	IFNAR2	1	4
HS	IL6	IFNGR1	1	4
HS	IL6	IFNGR2	1	4
HS	IL6	IL2RA	1	4
HS	IL6	IL2RB	1	4
HS	IL6	IL2RG	1	4
HS	IL6	IL3RA	1	4
HS	IL6	IL4R	1	4
HS	IL6	IL5RA	1	4
HS	IL6	IL6R	1	4
HS	IL6	IL6ST	1	4
HS	IL6	IL7R	1	4
HS	IL6	IL9R	1	4
HS	IL6	IL10RA	1	4
HS	IL6	IL10RB	1	4
HS	IL6	IL11RA	1	4
HS	IL6	IL12RB1	1	4
HS	IL6	IL12RB2	1	4
HS	IL6	IL13RA1	1	4
HS	IL6	IL13RA2	1	4
HS	IL6	IL15RA	1	4
HS	IL6	LEPR	1	4
HS	IL6	LIFR	1	4
HS	IL6	MPL	1	4
HS	IL6	IL21R	1	4
HS	IL6	IL20RA	1	4
HS	IL6	IL20RB	1	4
HS	IL6	PRLR	1	4
HS	IL6	IL22RA1	1	4
HS	IL6	CRLF2	1	4
HS	IL6	OSMR	1	4
HS	IL6	IL27RA	1	4
HS	IL7	IL22RA2	1	4
HS	IL7	CNTFR	1	4
HS	IL7	CSF2RA	1	4
HS	IL7	CSF2RB	1	4
HS	IL7	CSF3R	1	4
HS	IL7	IL23R	1	4
HS	IL7	IFNLR1	1	4
HS	IL7	EPOR	1	4
HS	IL7	GHR	1	4
HS	IL7	IFNAR1	1	4
HS	IL7	IFNAR2	1	4
HS	IL7	IFNGR1	1	4
HS	IL7	IFNGR2	1	4
HS	IL7	IL2RA	1	4
HS	IL7	IL2RB	1	4
HS	IL7	IL2RG	1	4
HS	IL7	IL3RA	1	4
HS	IL7	IL4R	1	4
HS	IL7	IL5RA	1	4
HS	IL7	IL6R	1	4
HS	IL7	IL6ST	1	4
HS	IL7	IL7R	1	4
HS	IL7	IL9R	1	4
HS	IL7	IL10RA	1	4
HS	IL7	IL10RB	1	4
HS	IL7	IL11RA	1	4
HS	IL7	IL12RB1	1	4
HS	IL7	IL12RB2	1	4
HS	IL7	IL13RA1	1	4
HS	IL7	IL13RA2	1	4
HS	IL7	IL15RA	1	4
HS	IL7	LEPR	1	4
HS	IL7	LIFR	1	4
HS	IL7	MPL	1	4
HS	IL7	IL21R	1	4
HS	IL7	IL20RA	1	4
HS	IL7	IL20RB	1	4
HS	IL7	PRLR	1	4
HS	IL7	IL22RA1	1	4
HS	IL7	CRLF2	1	4
HS	IL7	OSMR	1	4
HS	IL7	IL27RA	1	4
HS	IL9	IL22RA2	1	4
HS	IL9	CNTFR	1	4
HS	IL9	CSF2RA	1	4
HS	IL9	CSF2RB	1	4
HS	IL9	CSF3R	1	4
HS	IL9	IL23R	1	4
HS	IL9	IFNLR1	1	4
HS	IL9	EPOR	1	4
HS	IL9	GHR	1	4
HS	IL9	IFNAR1	1	4
HS	IL9	IFNAR2	1	4
HS	IL9	IFNGR1	1	4
HS	IL9	IFNGR2	1	4
HS	IL9	IL2RA	1	4
HS	IL9	IL2RB	1	4
HS	IL9	IL2RG	1	4
HS	IL9	IL3RA	1	4
HS	IL9	IL4R	1	4
HS	IL9	IL5RA	1	4
HS	IL9	IL6R	1	4
HS	IL9	IL6ST	1	4
HS	IL9	IL7R	1	4
HS	IL9	IL9R	1	4
HS	IL9	IL10RA	1	4
HS	IL9	IL10RB	1	4
HS	IL9	IL11RA	1	4
HS	IL9	IL12RB1	1	4
HS	IL9	IL12RB2	1	4
HS	IL9	IL13RA1	1	4
HS	IL9	IL13RA2	1	4
HS	IL9	IL15RA	1	4
HS	IL9	LEPR	1	4
HS	IL9	LIFR	1	4
HS	IL9	MPL	1	4
HS	IL9	IL21R	1	4
HS	IL9	IL20RA	1	4
HS	IL9	IL20RB	1	4
HS	IL9	PRLR	1	4
HS	IL9	IL22RA1	1	4
HS	IL9	CRLF2	1	4
HS	IL9	OSMR	1	4
HS	IL9	IL27RA	1	4
HS	IL10	IL22RA2	1	4
HS	IL10	CNTFR	1	4
HS	IL10	CSF2RA	1	4
HS	IL10	CSF2RB	1	4
HS	IL10	CSF3R	1	4
HS	IL10	IL23R	1	4
HS	IL10	IFNLR1	1	4
HS	IL10	EPOR	1	4
HS	IL10	GHR	1	4
HS	IL10	IFNAR1	1	4
HS	IL10	IFNAR2	1	4
HS	IL10	IFNGR1	1	4
HS	IL10	IFNGR2	1	4
HS	IL10	IL2RA	1	4
HS	IL10	IL2RB	1	4
HS	IL10	IL2RG	1	4
HS	IL10	IL3RA	1	4
HS	IL10	IL4R	1	4
HS	IL10	IL5RA	1	4
HS	IL10	IL6R	1	4
HS	IL10	IL6ST	1	4
HS	IL10	IL7R	1	4
HS	IL10	IL9R	1	4
HS	IL10	IL10RA	1	4
HS	IL10	IL10RB	1	4
HS	IL10	IL11RA	1	4
HS	IL10	IL12RB1	1	4
HS	IL10	IL12RB2	1	4
HS	IL10	IL13RA1	1	4
HS	IL10	IL13RA2	1	4
HS	IL10	IL15RA	1	4
HS	IL10	LEPR	1	4
HS	IL10	LIFR	1	4
HS	IL10	MPL	1	4
HS	IL10	IL21R	1	4
HS	IL10	IL20RA	1	4
HS	IL10	IL20RB	1	4
HS	IL10	PRLR	1	4
HS	IL10	IL22RA1	1	4
HS	IL10	CRLF2	1	4
HS	IL10	OSMR	1	4
HS	IL10	IL27RA	1	4
HS	IL11	IL22RA2	1	4
HS	IL11	CNTFR	1	4
HS	IL11	CSF2RA	1	4
HS	IL11	CSF2RB	1	4
HS	IL11	CSF3R	1	4
HS	IL11	IL23R	1	4
HS	IL11	IFNLR1	1	4
HS	IL11	EPOR	1	4
HS	IL11	GHR	1	4
HS	IL11	IFNAR1	1	4
HS	IL11	IFNAR2	1	4
HS	IL11	IFNGR1	1	4
HS	IL11	IFNGR2	1	4
HS	IL11	IL2RA	1	4
HS	IL11	IL2RB	1	4
HS	IL11	IL2RG	1	4
HS	IL11	IL3RA	1	4
HS	IL11	IL4R	1	4
HS	IL11	IL5RA	1	4
HS	IL11	IL6R	1	4
HS	IL11	IL6ST	1	4
HS	IL11	IL7R	1	4
HS	IL11	IL9R	1	4
HS	IL11	IL10RA	1	4
HS	IL11	IL10RB	1	4
HS	IL11	IL11RA	1	4
HS	IL11	IL12RB1	1	4
HS	IL11	IL12RB2	1	4
HS	IL11	IL13RA1	1	4
HS	IL11	IL13RA2	1	4
HS	IL11	IL15RA	1	4
HS	IL11	LEPR	1	4
HS	IL11	LIFR	1	4
HS	IL11	MPL	1	4
HS	IL11	IL21R	1	4
HS	IL11	IL20RA	1	4
HS	IL11	IL20RB	1	4
HS	IL11	PRLR	1	4
HS	IL11	IL22RA1	1	4
HS	IL11	CRLF2	1	4
HS	IL11	OSMR	1	4
HS	IL11	IL27RA	1	4
HS	IL12A	IL22RA2	1	4
HS	IL12A	CNTFR	1	4
HS	IL12A	CSF2RA	1	4
HS	IL12A	CSF2RB	1	4
HS	IL12A	CSF3R	1	4
HS	IL12A	IL23R	1	4
HS	IL12A	IFNLR1	1	4
HS	IL12A	EPOR	1	4
HS	IL12A	GHR	1	4
HS	IL12A	IFNAR1	1	4
HS	IL12A	IFNAR2	1	4
HS	IL12A	IFNGR1	1	4
HS	IL12A	IFNGR2	1	4
HS	IL12A	IL2RA	1	4
HS	IL12A	IL2RB	1	4
HS	IL12A	IL2RG	1	4
HS	IL12A	IL3RA	1	4
HS	IL12A	IL4R	1	4
HS	IL12A	IL5RA	1	4
HS	IL12A	IL6R	1	4
HS	IL12A	IL6ST	1	4
HS	IL12A	IL7R	1	4
HS	IL12A	IL9R	1	4
HS	IL12A	IL10RA	1	4
HS	IL12A	IL10RB	1	4
HS	IL12A	IL11RA	1	4
HS	IL12A	IL12RB1	1	4
HS	IL12A	IL12RB2	1	4
HS	IL12A	IL13RA1	1	4
HS	IL12A	IL13RA2	1	4
HS	IL12A	IL15RA	1	4
HS	IL12A	LEPR	1	4
HS	IL12A	LIFR	1	4
HS	IL12A	MPL	1	4
HS	IL12A	IL21R	1	4
HS	IL12A	IL20RA	1	4
HS	IL12A	IL20RB	1	4
HS	IL12A	PRLR	1	4
HS	IL12A	IL22RA1	1	4
HS	IL12A	CRLF2	1	4
HS	IL12A	OSMR	1	4
HS	IL12A	IL27RA	1	4
HS	IL12B	IL22RA2	1	4
HS	IL12B	CNTFR	1	4
HS	IL12B	CSF2RA	1	4
HS	IL12B	CSF2RB	1	4
HS	IL12B	CSF3R	1	4
HS	IL12B	IL23R	1	4
HS	IL12B	IFNLR1	1	4
HS	IL12B	EPOR	1	4
HS	IL12B	GHR	1	4
HS	IL12B	IFNAR1	1	4
HS	IL12B	IFNAR2	1	4
HS	IL12B	IFNGR1	1	4
HS	IL12B	IFNGR2	1	4
HS	IL12B	IL2RA	1	4
HS	IL12B	IL2RB	1	4
HS	IL12B	IL2RG	1	4
HS	IL12B	IL3RA	1	4
HS	IL12B	IL4R	1	4
HS	IL12B	IL5RA	1	4
HS	IL12B	IL6R	1	4
HS	IL12B	IL6ST	1	4
HS	IL12B	IL7R	1	4
HS	IL12B	IL9R	1	4
HS	IL12B	IL10RA	1	4
HS	IL12B	IL10RB	1	4
HS	IL12B	IL11RA	1	4
HS	IL12B	IL12RB1	1	4
HS	IL12B	IL12RB2	1	4
HS	IL12B	IL13RA1	1	4
HS	IL12B	IL13RA2	1	4
HS	IL12B	IL15RA	1	4
HS	IL12B	LEPR	1	4
HS	IL12B	LIFR	1	4
HS	IL12B	MPL	1	4
HS	IL12B	IL21R	1	4
HS	IL12B	IL20RA	1	4
HS	IL12B	IL20RB	1	4
HS	IL12B	PRLR	1	4
HS	IL12B	IL22RA1	1	4
HS	IL12B	CRLF2	1	4
HS	IL12B	OSMR	1	4
HS	IL12B	IL27RA	1	4
HS	IL13	IL22RA2	1	4
HS	IL13	CNTFR	1	4
HS	IL13	CSF2RA	1	4
HS	IL13	CSF2RB	1	4
HS	IL13	CSF3R	1	4
HS	IL13	IL23R	1	4
HS	IL13	IFNLR1	1	4
HS	IL13	EPOR	1	4
HS	IL13	GHR	1	4
HS	IL13	IFNAR1	1	4
HS	IL13	IFNAR2	1	4
HS	IL13	IFNGR1	1	4
HS	IL13	IFNGR2	1	4
HS	IL13	IL2RA	1	4
HS	IL13	IL2RB	1	4
HS	IL13	IL2RG	1	4
HS	IL13	IL3RA	1	4
HS	IL13	IL4R	1	4
HS	IL13	IL5RA	1	4
HS	IL13	IL6R	1	4
HS	IL13	IL6ST	1	4
HS	IL13	IL7R	1	4
HS	IL13	IL9R	1	4
HS	IL13	IL10RA	1	4
HS	IL13	IL10RB	1	4
HS	IL13	IL11RA	1	4
HS	IL13	IL12RB1	1	4
HS	IL13	IL12RB2	1	4
HS	IL13	IL13RA1	1	4
HS	IL13	IL13RA2	1	4
HS	IL13	IL15RA	1	4
HS	IL13	LEPR	1	4
HS	IL13	LIFR	1	4
HS	IL13	MPL	1	4
HS	IL13	IL21R	1	4
HS	IL13	IL20RA	1	4
HS	IL13	IL20RB	1	4
HS	IL13	PRLR	1	4
HS	IL13	IL22RA1	1	4
HS	IL13	CRLF2	1	4
HS	IL13	OSMR	1	4
HS	IL13	IL27RA	1	4
HS	IL15	IL22RA2	1	4
HS	IL15	CNTFR	1	4
HS	IL15	CSF2RA	1	4
HS	IL15	CSF2RB	1	4
HS	IL15	CSF3R	1	4
HS	IL15	IL23R	1	4
HS	IL15	IFNLR1	1	4
HS	IL15	EPOR	1	4
HS	IL15	GHR	1	4
HS	IL15	IFNAR1	1	4
HS	IL15	IFNAR2	1	4
HS	IL15	IFNGR1	1	4
HS	IL15	IFNGR2	1	4
HS	IL15	IL2RA	1	4
HS	IL15	IL2RB	1	4
HS	IL15	IL2RG	1	4
HS	IL15	IL3RA	1	4
HS	IL15	IL4R	1	4
HS	IL15	IL5RA	1	4
HS	IL15	IL6R	1	4
HS	IL15	IL6ST	1	4
HS	IL15	IL7R	1	4
HS	IL15	IL9R	1	4
HS	IL15	IL10RA	1	4
HS	IL15	IL10RB	1	4
HS	IL15	IL11RA	1	4
HS	IL15	IL12RB1	1	4
HS	IL15	IL12RB2	1	4
HS	IL15	IL13RA1	1	4
HS	IL15	IL13RA2	1	4
HS	IL15	IL15RA	1	4
HS	IL15	LEPR	1	4
HS	IL15	LIFR	1	4
HS	IL15	MPL	1	4
HS	IL15	IL21R	1	4
HS	IL15	IL20RA	1	4
HS	IL15	IL20RB	1	4
HS	IL15	PRLR	1	4
HS	IL15	IL22RA1	1	4
HS	IL15	CRLF2	1	4
HS	IL15	OSMR	1	4
HS	IL15	IL27RA	1	4
HS	LIF	IL22RA2	1	4
HS	LIF	CNTFR	1	4
HS	LIF	CSF2RA	1	4
HS	LIF	CSF2RB	1	4
HS	LIF	CSF3R	1	4
HS	LIF	IL23R	1	4
HS	LIF	IFNLR1	1	4
HS	LIF	EPOR	1	4
HS	LIF	GHR	1	4
HS	LIF	IFNAR1	1	4
HS	LIF	IFNAR2	1	4
HS	LIF	IFNGR1	1	4
HS	LIF	IFNGR2	1	4
HS	LIF	IL2RA	1	4
HS	LIF	IL2RB	1	4
HS	LIF	IL2RG	1	4
HS	LIF	IL3RA	1	4
HS	LIF	IL4R	1	4
HS	LIF	IL5RA	1	4
HS	LIF	IL6R	1	4
HS	LIF	IL6ST	1	4
HS	LIF	IL7R	1	4
HS	LIF	IL9R	1	4
HS	LIF	IL10RA	1	4
HS	LIF	IL10RB	1	4
HS	LIF	IL11RA	1	4
HS	LIF	IL12RB1	1	4
HS	LIF	IL12RB2	1	4
HS	LIF	IL13RA1	1	4
HS	LIF	IL13RA2	1	4
HS	LIF	IL15RA	1	4
HS	LIF	LEPR	1	4
HS	LIF	LIFR	1	4
HS	LIF	MPL	1	4
HS	LIF	IL21R	1	4
HS	LIF	IL20RA	1	4
HS	LIF	IL20RB	1	4
HS	LIF	PRLR	1	4
HS	LIF	IL22RA1	1	4
HS	LIF	CRLF2	1	4
HS	LIF	OSMR	1	4
HS	LIF	IL27RA	1	4
HS	OSM	IL22RA2	1	4
HS	OSM	CNTFR	1	4
HS	OSM	CSF2RA	1	4
HS	OSM	CSF2RB	1	4
HS	OSM	CSF3R	1	4
HS	OSM	IL23R	1	4
HS	OSM	IFNLR1	1	4
HS	OSM	EPOR	1	4
HS	OSM	GHR	1	4
HS	OSM	IFNAR1	1	4
HS	OSM	IFNAR2	1	4
HS	OSM	IFNGR1	1	4
HS	OSM	IFNGR2	1	4
HS	OSM	IL2RA	1	4
HS	OSM	IL2RB	1	4
HS	OSM	IL2RG	1	4
HS	OSM	IL3RA	1	4
HS	OSM	IL4R	1	4
HS	OSM	IL5RA	1	4
HS	OSM	IL6R	1	4
HS	OSM	IL6ST	1	4
HS	OSM	IL7R	1	4
HS	OSM	IL9R	1	4
HS	OSM	IL10RA	1	4
HS	OSM	IL10RB	1	4
HS	OSM	IL11RA	1	4
HS	OSM	IL12RB1	1	4
HS	OSM	IL12RB2	1	4
HS	OSM	IL13RA1	1	4
HS	OSM	IL13RA2	1	4
HS	OSM	IL15RA	1	4
HS	OSM	LEPR	1	4
HS	OSM	LIFR	1	4
HS	OSM	MPL	1	4
HS	OSM	IL21R	1	4
HS	OSM	IL20RA	1	4
HS	OSM	IL20RB	1	4
HS	OSM	PRLR	1	4
HS	OSM	IL22RA1	1	4
HS	OSM	CRLF2	1	4
HS	OSM	OSMR	1	4
HS	OSM	IL27RA	1	4
HS	IL20	IL22RA2	1	4
HS	IL20	CNTFR	1	4
HS	IL20	CSF2RA	1	4
HS	IL20	CSF2RB	1	4
HS	IL20	CSF3R	1	4
HS	IL20	IL23R	1	4
HS	IL20	IFNLR1	1	4
HS	IL20	EPOR	1	4
HS	IL20	GHR	1	4
HS	IL20	IFNAR1	1	4
HS	IL20	IFNAR2	1	4
HS	IL20	IFNGR1	1	4
HS	IL20	IFNGR2	1	4
HS	IL20	IL2RA	1	4
HS	IL20	IL2RB	1	4
HS	IL20	IL2RG	1	4
HS	IL20	IL3RA	1	4
HS	IL20	IL4R	1	4
HS	IL20	IL5RA	1	4
HS	IL20	IL6R	1	4
HS	IL20	IL6ST	1	4
HS	IL20	IL7R	1	4
HS	IL20	IL9R	1	4
HS	IL20	IL10RA	1	4
HS	IL20	IL10RB	1	4
HS	IL20	IL11RA	1	4
HS	IL20	IL12RB1	1	4
HS	IL20	IL12RB2	1	4
HS	IL20	IL13RA1	1	4
HS	IL20	IL13RA2	1	4
HS	IL20	IL15RA	1	4
HS	IL20	LEPR	1	4
HS	IL20	LIFR	1	4
HS	IL20	MPL	1	4
HS	IL20	IL21R	1	4
HS	IL20	IL20RA	1	4
HS	IL20	IL20RB	1	4
HS	IL20	PRLR	1	4
HS	IL20	IL22RA1	1	4
HS	IL20	CRLF2	1	4
HS	IL20	OSMR	1	4
HS	IL20	IL27RA	1	4
HS	IL22	IL22RA2	1	4
HS	IL22	CNTFR	1	4
HS	IL22	CSF2RA	1	4
HS	IL22	CSF2RB	1	4
HS	IL22	CSF3R	1	4
HS	IL22	IL23R	1	4
HS	IL22	IFNLR1	1	4
HS	IL22	EPOR	1	4
HS	IL22	GHR	1	4
HS	IL22	IFNAR1	1	4
HS	IL22	IFNAR2	1	4
HS	IL22	IFNGR1	1	4
HS	IL22	IFNGR2	1	4
HS	IL22	IL2RA	1	4
HS	IL22	IL2RB	1	4
HS	IL22	IL2RG	1	4
HS	IL22	IL3RA	1	4
HS	IL22	IL4R	1	4
HS	IL22	IL5RA	1	4
HS	IL22	IL6R	1	4
HS	IL22	IL6ST	1	4
HS	IL22	IL7R	1	4
HS	IL22	IL9R	1	4
HS	IL22	IL10RA	1	4
HS	IL22	IL10RB	1	4
HS	IL22	IL11RA	1	4
HS	IL22	IL12RB1	1	4
HS	IL22	IL12RB2	1	4
HS	IL22	IL13RA1	1	4
HS	IL22	IL13RA2	1	4
HS	IL22	IL15RA	1	4
HS	IL22	LEPR	1	4
HS	IL22	LIFR	1	4
HS	IL22	MPL	1	4
HS	IL22	IL21R	1	4
HS	IL22	IL20RA	1	4
HS	IL22	IL20RB	1	4
HS	IL22	PRLR	1	4
HS	IL22	IL22RA1	1	4
HS	IL22	CRLF2	1	4
HS	IL22	OSMR	1	4
HS	IL22	IL27RA	1	4
HS	IL23A	IL22RA2	1	4
HS	IL23A	CNTFR	1	4
HS	IL23A	CSF2RA	1	4
HS	IL23A	CSF2RB	1	4
HS	IL23A	CSF3R	1	4
HS	IL23A	IL23R	1	4
HS	IL23A	IFNLR1	1	4
HS	IL23A	EPOR	1	4
HS	IL23A	GHR	1	4
HS	IL23A	IFNAR1	1	4
HS	IL23A	IFNAR2	1	4
HS	IL23A	IFNGR1	1	4
HS	IL23A	IFNGR2	1	4
HS	IL23A	IL2RA	1	4
HS	IL23A	IL2RB	1	4
HS	IL23A	IL2RG	1	4
HS	IL23A	IL3RA	1	4
HS	IL23A	IL4R	1	4
HS	IL23A	IL5RA	1	4
HS	IL23A	IL6R	1	4
HS	IL23A	IL6ST	1	4
HS	IL23A	IL7R	1	4
HS	IL23A	IL9R	1	4
HS	IL23A	IL10RA	1	4
HS	IL23A	IL10RB	1	4
HS	IL23A	IL11RA	1	4
HS	IL23A	IL12RB1	1	4
HS	IL23A	IL12RB2	1	4
HS	IL23A	IL13RA1	1	4
HS	IL23A	IL13RA2	1	4
HS	IL23A	IL15RA	1	4
HS	IL23A	LEPR	1	4
HS	IL23A	LIFR	1	4
HS	IL23A	MPL	1	4
HS	IL23A	IL21R	1	4
HS	IL23A	IL20RA	1	4
HS	IL23A	IL20RB	1	4
HS	IL23A	PRLR	1	4
HS	IL23A	IL22RA1	1	4
HS	IL23A	CRLF2	1	4
HS	IL23A	OSMR	1	4
HS	IL23A	IL27RA	1	4
HS	IL17D	IL22RA2	1	4
HS	IL17D	CNTFR	1	4
HS	IL17D	CSF2RA	1	4
HS	IL17D	CSF2RB	1	4
HS	IL17D	CSF3R	1	4
HS	IL17D	IL23R	1	4
HS	IL17D	IFNLR1	1	4
HS	IL17D	EPOR	1	4
HS	IL17D	GHR	1	4
HS	IL17D	IFNAR1	1	4
HS	IL17D	IFNAR2	1	4
HS	IL17D	IFNGR1	1	4
HS	IL17D	IFNGR2	1	4
HS	IL17D	IL2RA	1	4
HS	IL17D	IL2RB	1	4
HS	IL17D	IL2RG	1	4
HS	IL17D	IL3RA	1	4
HS	IL17D	IL4R	1	4
HS	IL17D	IL5RA	1	4
HS	IL17D	IL6R	1	4
HS	IL17D	IL6ST	1	4
HS	IL17D	IL7R	1	4
HS	IL17D	IL9R	1	4
HS	IL17D	IL10RA	1	4
HS	IL17D	IL10RB	1	4
HS	IL17D	IL11RA	1	4
HS	IL17D	IL12RB1	1	4
HS	IL17D	IL12RB2	1	4
HS	IL17D	IL13RA1	1	4
HS	IL17D	IL13RA2	1	4
HS	IL17D	IL15RA	1	4
HS	IL17D	LEPR	1	4
HS	IL17D	LIFR	1	4
HS	IL17D	MPL	1	4
HS	IL17D	IL21R	1	4
HS	IL17D	IL20RA	1	4
HS	IL17D	IL20RB	1	4
HS	IL17D	PRLR	1	4
HS	IL17D	IL22RA1	1	4
HS	IL17D	CRLF2	1	4
HS	IL17D	OSMR	1	4
HS	IL17D	IL27RA	1	4
HS	IFNK	IL22RA2	1	4
HS	IFNK	CNTFR	1	4
HS	IFNK	CSF2RA	1	4
HS	IFNK	CSF2RB	1	4
HS	IFNK	CSF3R	1	4
HS	IFNK	IL23R	1	4
HS	IFNK	IFNLR1	1	4
HS	IFNK	EPOR	1	4
HS	IFNK	GHR	1	4
HS	IFNK	IFNAR1	1	4
HS	IFNK	IFNAR2	1	4
HS	IFNK	IFNGR1	1	4
HS	IFNK	IFNGR2	1	4
HS	IFNK	IL2RA	1	4
HS	IFNK	IL2RB	1	4
HS	IFNK	IL2RG	1	4
HS	IFNK	IL3RA	1	4
HS	IFNK	IL4R	1	4
HS	IFNK	IL5RA	1	4
HS	IFNK	IL6R	1	4
HS	IFNK	IL6ST	1	4
HS	IFNK	IL7R	1	4
HS	IFNK	IL9R	1	4
HS	IFNK	IL10RA	1	4
HS	IFNK	IL10RB	1	4
HS	IFNK	IL11RA	1	4
HS	IFNK	IL12RB1	1	4
HS	IFNK	IL12RB2	1	4
HS	IFNK	IL13RA1	1	4
HS	IFNK	IL13RA2	1	4
HS	IFNK	IL15RA	1	4
HS	IFNK	LEPR	1	4
HS	IFNK	LIFR	1	4
HS	IFNK	MPL	1	4
HS	IFNK	IL21R	1	4
HS	IFNK	IL20RA	1	4
HS	IFNK	IL20RB	1	4
HS	IFNK	PRLR	1	4
HS	IFNK	IL22RA1	1	4
HS	IFNK	CRLF2	1	4
HS	IFNK	OSMR	1	4
HS	IFNK	IL27RA	1	4
HS	IL21	IL22RA2	1	4
HS	IL21	CNTFR	1	4
HS	IL21	CSF2RA	1	4
HS	IL21	CSF2RB	1	4
HS	IL21	CSF3R	1	4
HS	IL21	IL23R	1	4
HS	IL21	IFNLR1	1	4
HS	IL21	EPOR	1	4
HS	IL21	GHR	1	4
HS	IL21	IFNAR1	1	4
HS	IL21	IFNAR2	1	4
HS	IL21	IFNGR1	1	4
HS	IL21	IFNGR2	1	4
HS	IL21	IL2RA	1	4
HS	IL21	IL2RB	1	4
HS	IL21	IL2RG	1	4
HS	IL21	IL3RA	1	4
HS	IL21	IL4R	1	4
HS	IL21	IL5RA	1	4
HS	IL21	IL6R	1	4
HS	IL21	IL6ST	1	4
HS	IL21	IL7R	1	4
HS	IL21	IL9R	1	4
HS	IL21	IL10RA	1	4
HS	IL21	IL10RB	1	4
HS	IL21	IL11RA	1	4
HS	IL21	IL12RB1	1	4
HS	IL21	IL12RB2	1	4
HS	IL21	IL13RA1	1	4
HS	IL21	IL13RA2	1	4
HS	IL21	IL15RA	1	4
HS	IL21	LEPR	1	4
HS	IL21	LIFR	1	4
HS	IL21	MPL	1	4
HS	IL21	IL21R	1	4
HS	IL21	IL20RA	1	4
HS	IL21	IL20RB	1	4
HS	IL21	PRLR	1	4
HS	IL21	IL22RA1	1	4
HS	IL21	CRLF2	1	4
HS	IL21	OSMR	1	4
HS	IL21	IL27RA	1	4
HS	TSLP	IL22RA2	1	4
HS	TSLP	CNTFR	1	4
HS	TSLP	CSF2RA	1	4
HS	TSLP	CSF2RB	1	4
HS	TSLP	CSF3R	1	4
HS	TSLP	IL23R	1	4
HS	TSLP	IFNLR1	1	4
HS	TSLP	EPOR	1	4
HS	TSLP	GHR	1	4
HS	TSLP	IFNAR1	1	4
HS	TSLP	IFNAR2	1	4
HS	TSLP	IFNGR1	1	4
HS	TSLP	IFNGR2	1	4
HS	TSLP	IL2RA	1	4
HS	TSLP	IL2RB	1	4
HS	TSLP	IL2RG	1	4
HS	TSLP	IL3RA	1	4
HS	TSLP	IL4R	1	4
HS	TSLP	IL5RA	1	4
HS	TSLP	IL6R	1	4
