Species	geneA	geneB	confidence	geneRegType
HS	RBX1	HIF1A	1	10
HS	TCEB2	HIF1A	1	7
HS	TCEB2	HIF1A	1	10
HS	TCEB1	HIF1A	1	7
HS	TCEB1	HIF1A	1	10
HS	EGLN2	HIF1A	1	4
HS	EGLN3	HIF1A	1	4
HS	EGLN1	HIF1A	1	4
HS	VHL	HIF1A	1	7
HS	VHL	HIF1A	1	10
HS	ARNT	TIMP1	1	8
HS	ARNT	LTBR	1	8
HS	ARNT	EPO	1	8
HS	ARNT	TF	1	8
HS	ARNT	TFRC	1	8
HS	ARNT	VEGFA	1	8
HS	ARNT	FLT1	1	8
HS	ARNT	EGF	1	8
HS	ARNT	SERPINE1	1	8
HS	ARNT	ANGPT1	1	8
HS	ARNT	ANGPT2	1	8
HS	ARNT	ANGPT4	1	8
HS	ARNT	TEK	1	8
HS	ARNT	EDN1	1	8
HS	ARNT	NOS2	1	8
HS	ARNT	NOS3	1	8
HS	ARNT	HMOX1	1	8
HS	ARNT	NPPA	1	8
HS	ARNT	SLC2A1	1	8
HS	ARNT	PDK1	1	8
HS	ARNT	HK1	1	8
HS	ARNT	HK2	1	8
HS	ARNT	HK3	1	8
HS	ARNT	HKDC1	1	8
HS	ARNT	PFKL	1	8
HS	ARNT	GAPDH	1	8
HS	ARNT	ALDOA	1	8
HS	ARNT	PGK1	1	8
HS	ARNT	PFKFB3	1	8
HS	ARNT	LDHA	1	8
HS	ARNT	BCL2	1	8
HS	ARNT	CDKN1A	1	8
HS	ARNT	CDKN1B	1	8
HS	ARNT	ENO1	1	8
HS	ARNT	ENO2	1	8
HS	ARNT	ENO3	1	8
HS	CREBBP	TIMP1	1	8
HS	CREBBP	LTBR	1	8
HS	CREBBP	EPO	1	8
HS	CREBBP	TF	1	8
HS	CREBBP	TFRC	1	8
HS	CREBBP	VEGFA	1	8
HS	CREBBP	FLT1	1	8
HS	CREBBP	EGF	1	8
HS	CREBBP	SERPINE1	1	8
HS	CREBBP	ANGPT1	1	8
HS	CREBBP	ANGPT2	1	8
HS	CREBBP	ANGPT4	1	8
HS	CREBBP	TEK	1	8
HS	CREBBP	EDN1	1	8
HS	CREBBP	NOS2	1	8
HS	CREBBP	NOS3	1	8
HS	CREBBP	HMOX1	1	8
HS	CREBBP	NPPA	1	8
HS	CREBBP	SLC2A1	1	8
HS	CREBBP	PDK1	1	8
HS	CREBBP	HK1	1	8
HS	CREBBP	HK2	1	8
HS	CREBBP	HK3	1	8
HS	CREBBP	HKDC1	1	8
HS	CREBBP	PFKL	1	8
HS	CREBBP	GAPDH	1	8
HS	CREBBP	ALDOA	1	8
HS	CREBBP	PGK1	1	8
HS	CREBBP	PFKFB3	1	8
HS	CREBBP	LDHA	1	8
HS	CREBBP	BCL2	1	8
HS	CREBBP	CDKN1A	1	8
HS	CREBBP	CDKN1B	1	8
HS	CREBBP	ENO1	1	8
HS	CREBBP	ENO2	1	8
HS	CREBBP	ENO3	1	8
HS	EP300	TIMP1	1	8
HS	EP300	LTBR	1	8
HS	EP300	EPO	1	8
HS	EP300	TF	1	8
HS	EP300	TFRC	1	8
HS	EP300	VEGFA	1	8
HS	EP300	FLT1	1	8
HS	EP300	EGF	1	8
HS	EP300	SERPINE1	1	8
HS	EP300	ANGPT1	1	8
HS	EP300	ANGPT2	1	8
HS	EP300	ANGPT4	1	8
HS	EP300	TEK	1	8
HS	EP300	EDN1	1	8
HS	EP300	NOS2	1	8
HS	EP300	NOS3	1	8
HS	EP300	HMOX1	1	8
HS	EP300	NPPA	1	8
HS	EP300	SLC2A1	1	8
HS	EP300	PDK1	1	8
HS	EP300	HK1	1	8
HS	EP300	HK2	1	8
HS	EP300	HK3	1	8
HS	EP300	HKDC1	1	8
HS	EP300	PFKL	1	8
HS	EP300	GAPDH	1	8
HS	EP300	ALDOA	1	8
HS	EP300	PGK1	1	8
HS	EP300	PFKFB3	1	8
HS	EP300	LDHA	1	8
HS	EP300	BCL2	1	8
HS	EP300	CDKN1A	1	8
HS	EP300	CDKN1B	1	8
HS	EP300	ENO1	1	8
HS	EP300	ENO2	1	8
HS	EP300	ENO3	1	8
HS	HIF1A	TIMP1	1	8
HS	HIF1A	LTBR	1	8
HS	HIF1A	EPO	1	8
HS	HIF1A	TF	1	8
HS	HIF1A	TFRC	1	8
HS	HIF1A	FLT1	1	8
HS	HIF1A	EGF	1	8
HS	HIF1A	SERPINE1	1	8
HS	HIF1A	ANGPT1	1	8
HS	HIF1A	ANGPT2	1	8
HS	HIF1A	ANGPT4	1	8
HS	HIF1A	TEK	1	8
HS	HIF1A	EDN1	1	8
HS	HIF1A	NOS2	1	8
HS	HIF1A	NOS3	1	8
HS	HIF1A	HMOX1	1	8
HS	HIF1A	NPPA	1	8
HS	HIF1A	SLC2A1	1	8
HS	HIF1A	PDK1	1	8
HS	HIF1A	HK1	1	8
HS	HIF1A	HK2	1	8
HS	HIF1A	HK3	1	8
HS	HIF1A	HKDC1	1	8
HS	HIF1A	PFKL	1	8
HS	HIF1A	GAPDH	1	8
HS	HIF1A	ALDOA	1	8
HS	HIF1A	PGK1	1	8
HS	HIF1A	PFKFB3	1	8
HS	HIF1A	LDHA	1	8
HS	HIF1A	BCL2	1	8
HS	HIF1A	CDKN1A	1	8
HS	HIF1A	CDKN1B	1	8
HS	HIF1A	ENO1	1	8
HS	HIF1A	ENO2	1	8
HS	HIF1A	ENO3	1	8
HS	INS	ERBB2	1	4
HS	EGFR	MAP2K1	1	4
HS	EGFR	MAP2K1	1	3
HS	EGFR	MAP2K2	1	4
HS	EGFR	MAP2K2	1	3
HS	EGFR	PIK3R5	1	3
HS	EGFR	PIK3CA	1	3
HS	EGFR	PIK3CB	1	3
HS	EGFR	PIK3CD	1	3
HS	EGFR	PIK3CG	1	3
HS	EGFR	PIK3R1	1	3
HS	EGFR	PIK3R2	1	3
HS	EGFR	PIK3R3	1	3
HS	ERBB2	MAP2K1	1	4
HS	ERBB2	MAP2K1	1	3
HS	ERBB2	MAP2K2	1	4
HS	ERBB2	MAP2K2	1	3
HS	ERBB2	PIK3R5	1	3
HS	ERBB2	PIK3CA	1	3
HS	ERBB2	PIK3CB	1	3
HS	ERBB2	PIK3CD	1	3
HS	ERBB2	PIK3CG	1	3
HS	ERBB2	PIK3R1	1	3
HS	ERBB2	PIK3R2	1	3
HS	ERBB2	PIK3R3	1	3
HS	IGF1R	MAP2K1	1	4
HS	IGF1R	MAP2K1	1	3
HS	IGF1R	MAP2K2	1	4
HS	IGF1R	MAP2K2	1	3
HS	IGF1R	PIK3R5	1	3
HS	IGF1R	PIK3CA	1	3
HS	IGF1R	PIK3CB	1	3
HS	IGF1R	PIK3CD	1	3
HS	IGF1R	PIK3CG	1	3
HS	IGF1R	PIK3R1	1	3
HS	IGF1R	PIK3R2	1	3
HS	IGF1R	PIK3R3	1	3
HS	INSR	MAP2K1	1	4
HS	INSR	MAP2K1	1	3
HS	INSR	MAP2K2	1	4
HS	INSR	MAP2K2	1	3
HS	INSR	PIK3R5	1	4
HS	INSR	PIK3R5	1	3
HS	INSR	PIK3CA	1	4
HS	INSR	PIK3CA	1	3
HS	INSR	PIK3CB	1	4
HS	INSR	PIK3CB	1	3
HS	INSR	PIK3CD	1	4
HS	INSR	PIK3CD	1	3
HS	INSR	PIK3CG	1	4
HS	INSR	PIK3CG	1	3
HS	INSR	PIK3R1	1	4
HS	INSR	PIK3R1	1	3
HS	INSR	PIK3R2	1	4
HS	INSR	PIK3R2	1	3
HS	INSR	PIK3R3	1	4
HS	INSR	PIK3R3	1	3
HS	PRKCA	MTOR	1	4
HS	PRKCA	EGLN2	1	7
HS	PRKCA	EGLN3	1	7
HS	PRKCA	EGLN1	1	7
HS	PRKCB	MTOR	1	4
HS	PRKCB	EGLN2	1	7
HS	PRKCB	EGLN3	1	7
HS	PRKCB	EGLN1	1	7
HS	PRKCG	MTOR	1	4
HS	PRKCG	EGLN2	1	7
HS	PRKCG	EGLN3	1	7
HS	PRKCG	EGLN1	1	7
HS	PDK1	PDHA1	1	7
HS	PDK1	PDHA1	1	9
HS	PDK1	PDHA2	1	7
HS	PDK1	PDHA2	1	9
HS	PDK1	PDHB	1	7
HS	PDK1	PDHB	1	9
HS	CAMK2A	CREBBP	1	4
HS	CAMK2A	EP300	1	4
HS	CAMK2B	CREBBP	1	4
HS	CAMK2B	EP300	1	4
HS	CAMK2D	CREBBP	1	4
HS	CAMK2D	EP300	1	4
HS	CAMK2G	CREBBP	1	4
HS	CAMK2G	EP300	1	4
HS	TLR4	NFKB1	1	4
HS	TLR4	NFKB1	1	3
HS	TLR4	RELA	1	4
HS	TLR4	RELA	1	3
HS	NFKB1	HIF1A	1	8
HS	RELA	HIF1A	1	8
HS	IFNGR1	NFKB1	1	4
HS	IFNGR1	NFKB1	1	3
HS	IFNGR1	RELA	1	4
HS	IFNGR1	RELA	1	3
HS	IFNGR2	NFKB1	1	4
HS	IFNGR2	NFKB1	1	3
HS	IFNGR2	RELA	1	4
HS	IFNGR2	RELA	1	3
HS	IL6R	STAT3	1	4
HS	IL6R	STAT3	1	3
HS	STAT3	HIF1A	1	8
HS	RPS6KB1	RPS6	1	4
HS	RPS6KB2	RPS6	1	4
HS	MAPK1	MKNK2	1	4
HS	MAPK1	MKNK1	1	4
HS	MAPK1	EIF4EBP1	1	7
HS	MAPK3	MKNK2	1	4
HS	MAPK3	MKNK1	1	4
HS	MAPK3	EIF4EBP1	1	7
HS	MKNK2	EIF4E	1	4
HS	MKNK2	EIF4E1B	1	4
HS	MKNK2	EIF4E2	1	4
HS	MKNK1	EIF4E	1	4
HS	MKNK1	EIF4E1B	1	4
HS	MKNK1	EIF4E2	1	4
HS	RPS6KB1	EIF4B	1	4
HS	RPS6KB2	EIF4B	1	4
HS	RPTOR	EIF4EBP1	1	7
HS	RPTOR	EIF4EBP1	1	9
HS	MLST8	EIF4EBP1	1	7
HS	MLST8	EIF4EBP1	1	9
HS	RHEB	RPTOR	1	4
HS	RHEB	MLST8	1	4
HS	TSC1	RHEB	1	7
HS	AKT3	NOS3	1	4
HS	AKT3	NOS3	1	9
HS	AKT3	CREB3	1	4
HS	AKT3	CREB3	1	9
HS	AKT3	CREB1	1	4
HS	AKT3	CREB1	1	9
HS	AKT3	ATF2	1	4
HS	AKT3	ATF2	1	9
HS	AKT3	ATF6B	1	4
HS	AKT3	ATF6B	1	9
HS	AKT3	CREB3L4	1	4
HS	AKT3	CREB3L4	1	9
HS	AKT3	ATF4	1	4
HS	AKT3	ATF4	1	9
HS	AKT3	CREB3L2	1	4
HS	AKT3	CREB3L2	1	9
HS	AKT3	CREB3L3	1	4
HS	AKT3	CREB3L3	1	9
HS	AKT3	CREB3L1	1	4
HS	AKT3	CREB3L1	1	9
HS	AKT3	CREB5	1	4
HS	AKT3	CREB5	1	9
HS	AKT3	MDM2	1	4
HS	AKT3	MDM2	1	9
HS	AKT3	RAF1	1	7
HS	AKT3	RAF1	1	9
HS	AKT3	FOXO3	1	7
HS	AKT3	FOXO3	1	9
HS	AKT3	CASP9	1	7
HS	AKT3	CASP9	1	9
HS	AKT3	NR4A1	1	7
HS	AKT3	NR4A1	1	9
HS	AKT3	TSC1	1	7
HS	AKT3	TSC1	1	9
HS	AKT1	NOS3	1	4
HS	AKT1	NOS3	1	9
HS	AKT1	CREB3	1	4
HS	AKT1	CREB3	1	9
HS	AKT1	CREB1	1	4
HS	AKT1	CREB1	1	9
HS	AKT1	ATF2	1	4
HS	AKT1	ATF2	1	9
HS	AKT1	ATF6B	1	4
HS	AKT1	ATF6B	1	9
HS	AKT1	CREB3L4	1	4
HS	AKT1	CREB3L4	1	9
HS	AKT1	ATF4	1	4
HS	AKT1	ATF4	1	9
HS	AKT1	CREB3L2	1	4
HS	AKT1	CREB3L2	1	9
HS	AKT1	CREB3L3	1	4
HS	AKT1	CREB3L3	1	9
HS	AKT1	CREB3L1	1	4
HS	AKT1	CREB3L1	1	9
HS	AKT1	CREB5	1	4
HS	AKT1	CREB5	1	9
HS	AKT1	MDM2	1	4
HS	AKT1	MDM2	1	9
HS	AKT1	RAF1	1	7
HS	AKT1	RAF1	1	9
HS	AKT1	FOXO3	1	7
HS	AKT1	FOXO3	1	9
HS	AKT1	CASP9	1	7
HS	AKT1	CASP9	1	9
HS	AKT1	NR4A1	1	7
HS	AKT1	NR4A1	1	9
HS	AKT1	TSC1	1	7
HS	AKT1	TSC1	1	9
HS	AKT2	NOS3	1	4
HS	AKT2	NOS3	1	9
HS	AKT2	CREB3	1	4
HS	AKT2	CREB3	1	9
HS	AKT2	CREB1	1	4
HS	AKT2	CREB1	1	9
HS	AKT2	ATF2	1	4
HS	AKT2	ATF2	1	9
HS	AKT2	ATF6B	1	4
HS	AKT2	ATF6B	1	9
HS	AKT2	CREB3L4	1	4
HS	AKT2	CREB3L4	1	9
HS	AKT2	ATF4	1	4
HS	AKT2	ATF4	1	9
HS	AKT2	CREB3L2	1	4
HS	AKT2	CREB3L2	1	9
HS	AKT2	CREB3L3	1	4
HS	AKT2	CREB3L3	1	9
HS	AKT2	CREB3L1	1	4
HS	AKT2	CREB3L1	1	9
HS	AKT2	CREB5	1	4
HS	AKT2	CREB5	1	9
HS	AKT2	MDM2	1	4
HS	AKT2	MDM2	1	9
HS	AKT2	RAF1	1	7
HS	AKT2	RAF1	1	9
HS	AKT2	FOXO3	1	7
HS	AKT2	FOXO3	1	9
HS	AKT2	CASP9	1	7
HS	AKT2	CASP9	1	9
HS	AKT2	NR4A1	1	7
HS	AKT2	NR4A1	1	9
HS	AKT2	TSC1	1	7
HS	AKT2	TSC1	1	9
HS	PDPK1	RPS6KB1	1	4
HS	PDPK1	RPS6KB1	1	9
HS	PDPK1	RPS6KB2	1	4
HS	PDPK1	RPS6KB2	1	9
HS	PDPK1	PRKCA	1	4
HS	PDPK1	PRKCA	1	9
HS	PDPK1	PKN3	1	4
HS	PDPK1	PKN3	1	9
HS	PDPK1	PKN1	1	4
HS	PDPK1	PKN1	1	9
HS	PDPK1	PKN2	1	4
HS	PDPK1	PKN2	1	9
HS	PDPK1	C8orf44-SGK3	1	4
HS	PDPK1	C8orf44-SGK3	1	9
HS	PDPK1	SGK2	1	4
HS	PDPK1	SGK2	1	9
HS	PDPK1	SGK3	1	4
HS	PDPK1	SGK3	1	9
HS	PDPK1	SGK1	1	4
HS	PDPK1	SGK1	1	9
HS	PDPK1	AKT3	1	4
HS	PDPK1	AKT1	1	4
HS	PDPK1	AKT2	1	4
HS	CSF1R	GRB2	1	4
HS	CSF1R	IRS1	1	4
HS	EGFR	IRS1	1	4
HS	EPHA2	GRB2	1	4
HS	EPHA2	IRS1	1	4
HS	FGFR1	GRB2	1	4
HS	FGFR1	IRS1	1	4
HS	FGFR3	GRB2	1	4
HS	FGFR3	IRS1	1	4
HS	FGFR2	GRB2	1	4
HS	FGFR2	IRS1	1	4
HS	FGFR4	GRB2	1	4
HS	FGFR4	IRS1	1	4
HS	FLT1	GRB2	1	4
HS	FLT1	IRS1	1	4
HS	FLT4	GRB2	1	4
HS	FLT4	IRS1	1	4
HS	IGF1R	GRB2	1	4
HS	IGF1R	IRS1	1	4
HS	INSR	GRB2	1	4
HS	INSR	IRS1	1	4
HS	KDR	GRB2	1	4
HS	KDR	IRS1	1	4
HS	KIT	GRB2	1	4
HS	KIT	IRS1	1	4
HS	MET	GRB2	1	4
HS	MET	IRS1	1	4
HS	NGFR	GRB2	1	4
HS	NGFR	IRS1	1	4
HS	PDGFRA	GRB2	1	4
HS	PDGFRA	IRS1	1	4
HS	PDGFRB	GRB2	1	4
HS	PDGFRB	IRS1	1	4
HS	TEK	GRB2	1	4
HS	TEK	IRS1	1	4
HS	LPAR6	PIK3R5	1	4
HS	LPAR6	PIK3CG	1	4
HS	CHRM1	PIK3R5	1	4
HS	CHRM1	PIK3CG	1	4
HS	CHRM2	PIK3R5	1	4
HS	CHRM2	PIK3CG	1	4
HS	LPAR1	PIK3R5	1	4
HS	LPAR1	PIK3CG	1	4
HS	F2R	PIK3R5	1	4
HS	F2R	PIK3CG	1	4
HS	LPAR3	PIK3R5	1	4
HS	LPAR3	PIK3CG	1	4
HS	LPAR4	PIK3R5	1	4
HS	LPAR4	PIK3CG	1	4
HS	LPAR5	PIK3R5	1	4
HS	LPAR5	PIK3CG	1	4
HS	LPAR2	PIK3R5	1	4
HS	LPAR2	PIK3CG	1	4
HS	GSK3B	GYS1	1	7
HS	GSK3B	GYS1	1	9
HS	GSK3B	GYS2	1	7
HS	GSK3B	GYS2	1	9
HS	GSK3B	MYC	1	7
HS	GSK3B	MYC	1	9
HS	GSK3B	CCND1	1	7
HS	GSK3B	CCND1	1	9
HS	CDKN1B	CCND1	1	7
HS	CDKN1B	CCND2	1	7
HS	CDKN1B	CCND3	1	7
HS	CDKN1B	CCNE1	1	7
HS	CDKN1B	CCNE2	1	7
HS	CDKN1B	CDK2	1	7
HS	CDKN1B	CDK4	1	7
HS	CDKN1B	CDK6	1	7
HS	FOXO3	CDKN1B	1	8
HS	FOXO3	RBL2	1	8
HS	FOXO3	PCK1	1	8
HS	FOXO3	PCK2	1	8
HS	FOXO3	G6PC	1	8
HS	FOXO3	G6PC2	1	8
HS	FOXO3	G6PC3	1	8
HS	FOXO3	FASLG	1	8
HS	FOXO3	BCL2L11	1	8
HS	BAD	BCL2	1	7
HS	MDM2	TP53	1	7
HS	NFKB1	MYB	1	8
HS	RELA	MYB	1	8
HS	YWHAQ	FOXO3	1	7
HS	YWHAQ	BAD	1	7
HS	YWHAB	FOXO3	1	7
HS	YWHAB	BAD	1	7
HS	YWHAE	FOXO3	1	7
HS	YWHAE	BAD	1	7
HS	YWHAG	FOXO3	1	7
HS	YWHAG	BAD	1	7
HS	YWHAH	FOXO3	1	7
HS	YWHAH	BAD	1	7
HS	YWHAZ	FOXO3	1	7
HS	YWHAZ	BAD	1	7
HS	THEM4	AKT3	1	7
HS	THEM4	AKT1	1	7
HS	THEM4	AKT2	1	7
HS	PPP2R3B	AKT3	1	7
HS	PPP2R3B	AKT3	1	1
HS	PPP2R3B	AKT1	1	7
HS	PPP2R3B	AKT1	1	1
HS	PPP2R3B	AKT2	1	7
HS	PPP2R3B	AKT2	1	1
HS	PPP2R3C	AKT3	1	7
HS	PPP2R3C	AKT3	1	1
HS	PPP2R3C	AKT1	1	7
HS	PPP2R3C	AKT1	1	1
HS	PPP2R3C	AKT2	1	7
HS	PPP2R3C	AKT2	1	1
HS	PPP2CA	AKT3	1	7
HS	PPP2CA	AKT3	1	1
HS	PPP2CA	AKT1	1	7
HS	PPP2CA	AKT1	1	1
HS	PPP2CA	AKT2	1	7
HS	PPP2CA	AKT2	1	1
HS	PPP2CB	AKT3	1	7
HS	PPP2CB	AKT3	1	1
HS	PPP2CB	AKT1	1	7
HS	PPP2CB	AKT1	1	1
HS	PPP2CB	AKT2	1	7
HS	PPP2CB	AKT2	1	1
HS	PPP2R1A	AKT3	1	7
HS	PPP2R1A	AKT3	1	1
HS	PPP2R1A	AKT1	1	7
HS	PPP2R1A	AKT1	1	1
HS	PPP2R1A	AKT2	1	7
HS	PPP2R1A	AKT2	1	1
HS	PPP2R1B	AKT3	1	7
HS	PPP2R1B	AKT3	1	1
HS	PPP2R1B	AKT1	1	7
HS	PPP2R1B	AKT1	1	1
HS	PPP2R1B	AKT2	1	7
HS	PPP2R1B	AKT2	1	1
HS	PPP2R2A	AKT3	1	7
HS	PPP2R2A	AKT3	1	1
HS	PPP2R2A	AKT1	1	7
HS	PPP2R2A	AKT1	1	1
HS	PPP2R2A	AKT2	1	7
HS	PPP2R2A	AKT2	1	1
HS	PPP2R2B	AKT3	1	7
HS	PPP2R2B	AKT3	1	1
HS	PPP2R2B	AKT1	1	7
HS	PPP2R2B	AKT1	1	1
HS	PPP2R2B	AKT2	1	7
HS	PPP2R2B	AKT2	1	1
HS	PPP2R2C	AKT3	1	7
HS	PPP2R2C	AKT3	1	1
HS	PPP2R2C	AKT1	1	7
HS	PPP2R2C	AKT1	1	1
HS	PPP2R2C	AKT2	1	7
HS	PPP2R2C	AKT2	1	1
HS	PPP2R3A	AKT3	1	7
HS	PPP2R3A	AKT3	1	1
HS	PPP2R3A	AKT1	1	7
HS	PPP2R3A	AKT1	1	1
HS	PPP2R3A	AKT2	1	7
HS	PPP2R3A	AKT2	1	1
HS	PPP2R5A	AKT3	1	7
HS	PPP2R5A	AKT3	1	1
HS	PPP2R5A	AKT1	1	7
HS	PPP2R5A	AKT1	1	1
HS	PPP2R5A	AKT2	1	7
HS	PPP2R5A	AKT2	1	1
HS	PPP2R5B	AKT3	1	7
HS	PPP2R5B	AKT3	1	1
HS	PPP2R5B	AKT1	1	7
HS	PPP2R5B	AKT1	1	1
HS	PPP2R5B	AKT2	1	7
HS	PPP2R5B	AKT2	1	1
HS	PPP2R5C	AKT3	1	7
HS	PPP2R5C	AKT3	1	1
HS	PPP2R5C	AKT1	1	7
HS	PPP2R5C	AKT1	1	1
HS	PPP2R5C	AKT2	1	7
HS	PPP2R5C	AKT2	1	1
HS	PPP2R5D	AKT3	1	7
HS	PPP2R5D	AKT3	1	1
HS	PPP2R5D	AKT1	1	7
HS	PPP2R5D	AKT1	1	1
HS	PPP2R5D	AKT2	1	7
HS	PPP2R5D	AKT2	1	1
HS	PPP2R5E	AKT3	1	7
HS	PPP2R5E	AKT3	1	1
HS	PPP2R5E	AKT1	1	7
HS	PPP2R5E	AKT1	1	1
HS	PPP2R5E	AKT2	1	7
HS	PPP2R5E	AKT2	1	1
HS	PPP2R2D	AKT3	1	7
HS	PPP2R2D	AKT3	1	1
HS	PPP2R2D	AKT1	1	7
HS	PPP2R2D	AKT1	1	1
HS	PPP2R2D	AKT2	1	7
HS	PPP2R2D	AKT2	1	1
HS	HSP90AA1	AKT3	1	4
HS	HSP90AA1	AKT1	1	4
HS	HSP90AA1	AKT2	1	4
HS	HSP90AB1	AKT3	1	4
HS	HSP90AB1	AKT1	1	4
HS	HSP90AB1	AKT2	1	4
HS	HSP90B1	AKT3	1	4
HS	HSP90B1	AKT1	1	4
HS	HSP90B1	AKT2	1	4
HS	CDC37	AKT3	1	4
HS	CDC37	AKT1	1	4
HS	CDC37	AKT2	1	4
HS	PRKAA1	TSC2	1	4
HS	PRKAA1	TSC1	1	4
HS	PRKAA2	TSC2	1	4
HS	PRKAA2	TSC1	1	4
HS	DDIT4	TSC2	1	4
HS	DDIT4	TSC1	1	4
HS	DDIT4	TSC1	1	3
HS	STK11	PRKAA1	1	4
HS	STK11	PRKAA2	1	4
HS	CRTC2	AKT3	1	4
HS	CRTC2	AKT3	1	9
HS	CRTC2	AKT1	1	4
HS	CRTC2	AKT1	1	9
HS	CRTC2	AKT2	1	4
HS	CRTC2	AKT2	1	9
HS	PHLPP2	AKT3	1	7
HS	PHLPP2	AKT3	1	1
HS	PHLPP2	AKT1	1	7
HS	PHLPP2	AKT1	1	1
HS	PHLPP2	AKT2	1	7
HS	PHLPP2	AKT2	1	1
HS	PHLPP1	AKT3	1	7
HS	PHLPP1	AKT3	1	1
HS	PHLPP1	AKT1	1	7
HS	PHLPP1	AKT1	1	1
HS	PHLPP1	AKT2	1	7
HS	PHLPP1	AKT2	1	1
HS	CD19	PIK3CA	1	4
HS	CD19	PIK3CB	1	4
HS	CD19	PIK3CD	1	4
HS	CD19	PIK3R1	1	4
HS	CD19	PIK3R2	1	4
HS	CD19	PIK3R3	1	4
HS	SYK	CD19	1	4
HS	SYK	CD19	1	9
HS	GNB5	PIK3R5	1	4
HS	GNB5	PIK3CG	1	4
HS	GNB1	PIK3R5	1	4
HS	GNB1	PIK3CG	1	4
HS	GNB2	PIK3R5	1	4
HS	GNB2	PIK3CG	1	4
HS	GNB3	PIK3R5	1	4
HS	GNB3	PIK3CG	1	4
HS	GNG3	PIK3R5	1	4
HS	GNG3	PIK3CG	1	4
HS	GNG4	PIK3R5	1	4
HS	GNG4	PIK3CG	1	4
HS	GNG5	PIK3R5	1	4
HS	GNG5	PIK3CG	1	4
HS	GNG7	PIK3R5	1	4
HS	GNG7	PIK3CG	1	4
HS	GNG10	PIK3R5	1	4
HS	GNG10	PIK3CG	1	4
HS	GNG11	PIK3R5	1	4
HS	GNG11	PIK3CG	1	4
HS	GNGT1	PIK3R5	1	4
HS	GNGT1	PIK3CG	1	4
HS	GNGT2	PIK3R5	1	4
HS	GNGT2	PIK3CG	1	4
HS	GNG13	PIK3R5	1	4
HS	GNG13	PIK3CG	1	4
HS	GNG2	PIK3R5	1	4
HS	GNG2	PIK3CG	1	4
HS	GNG12	PIK3R5	1	4
HS	GNG12	PIK3CG	1	4
HS	GNB4	PIK3R5	1	4
HS	GNB4	PIK3CG	1	4
HS	GNG8	PIK3R5	1	4
HS	GNG8	PIK3CG	1	4
HS	LAMC3	PTK2	1	4
HS	CHAD	PTK2	1	4
HS	COL1A1	PTK2	1	4
HS	COL1A2	PTK2	1	4
HS	COL2A1	PTK2	1	4
HS	COL3A1	PTK2	1	4
HS	COL4A1	PTK2	1	4
HS	COL4A2	PTK2	1	4
HS	COL4A3	PTK2	1	4
HS	COL4A4	PTK2	1	4
HS	COL4A5	PTK2	1	4
HS	COL4A6	PTK2	1	4
HS	COL5A1	PTK2	1	4
HS	COL5A2	PTK2	1	4
HS	COL6A1	PTK2	1	4
HS	COL6A2	PTK2	1	4
HS	COL6A3	PTK2	1	4
HS	COL11A1	PTK2	1	4
HS	COL11A2	PTK2	1	4
HS	COMP	PTK2	1	4
HS	COL6A6	PTK2	1	4
HS	LAMB4	PTK2	1	4
HS	FN1	PTK2	1	4
HS	COL24A1	PTK2	1	4
HS	COL6A5	PTK2	1	4
HS	LAMA1	PTK2	1	4
HS	TNC	PTK2	1	4
HS	IBSP	PTK2	1	4
HS	LAMA2	PTK2	1	4
HS	LAMA3	PTK2	1	4
HS	LAMA4	PTK2	1	4
HS	LAMA5	PTK2	1	4
HS	LAMB1	PTK2	1	4
HS	LAMB2	PTK2	1	4
HS	LAMB3	PTK2	1	4
HS	LAMC1	PTK2	1	4
HS	LAMC2	PTK2	1	4
HS	COL5A3	PTK2	1	4
HS	RELN	PTK2	1	4
HS	TNN	PTK2	1	4
HS	SPP1	PTK2	1	4
HS	THBS1	PTK2	1	4
HS	THBS2	PTK2	1	4
HS	THBS3	PTK2	1	4
HS	THBS4	PTK2	1	4
HS	TNR	PTK2	1	4
HS	TNXB	PTK2	1	4
HS	VTN	PTK2	1	4
HS	VWF	PTK2	1	4
HS	COL27A1	PTK2	1	4
HS	TLR2	RAC1	1	4
HS	TLR4	RAC1	1	4
HS	RAC1	PIK3CA	1	4
HS	RAC1	PIK3CB	1	4
HS	RAC1	PIK3CD	1	4
HS	RAC1	PIK3R1	1	4
HS	RAC1	PIK3R2	1	4
HS	RAC1	PIK3R3	1	4
HS	CSF3	JAK1	1	4
HS	CSF3	JAK2	1	4
HS	CSF3	JAK3	1	4
HS	CSH1	JAK1	1	4
HS	CSH1	JAK2	1	4
HS	CSH1	JAK3	1	4
HS	CSH2	JAK1	1	4
HS	CSH2	JAK2	1	4
HS	CSH2	JAK3	1	4
HS	EPO	JAK1	1	4
HS	EPO	JAK2	1	4
HS	EPO	JAK3	1	4
HS	GH1	JAK1	1	4
HS	GH1	JAK2	1	4
HS	GH1	JAK3	1	4
HS	GH2	JAK1	1	4
HS	GH2	JAK2	1	4
HS	GH2	JAK3	1	4
HS	IFNA1	JAK1	1	4
HS	IFNA1	JAK2	1	4
HS	IFNA1	JAK3	1	4
HS	IFNA2	JAK1	1	4
HS	IFNA2	JAK2	1	4
HS	IFNA2	JAK3	1	4
HS	IFNA4	JAK1	1	4
HS	IFNA4	JAK2	1	4
HS	IFNA4	JAK3	1	4
HS	IFNA5	JAK1	1	4
