ENT_3725,ENT_6772,0.625
ENT_3725,ENT_6774,0.625
ENT_3725,ENT_6775,0.625
ENT_3726,ENT_1387,0.623
ENT_60,ENT_2597,0.623
ENT_1387,ENT_4801,0.622
ENT_3065,ENT_2290,0.618
ENT_3065,ENT_6773,0.615
ENT_1385,ENT_3725,0.612
ENT_1050,ENT_468,0.609
ENT_4089,ENT_3726,0.607
ENT_3065,ENT_6772,0.606
ENT_5966,ENT_1387,0.606
ENT_3297,ENT_6908,0.606
ENT_3725,ENT_2959,0.606
ENT_1387,ENT_1958,0.603
ENT_3725,ENT_1958,0.602
ENT_2625,ENT_6667,0.602
ENT_6670,ENT_5925,0.601
ENT_4208,ENT_6667,0.601
ENT_2624,ENT_1387,0.601
ENT_5925,ENT_7528,0.601
ENT_2308,ENT_1499,0.601
ENT_2623,ENT_1387,0.601
ENT_3065,ENT_2624,0.601
ENT_6934,ENT_1050,0.6
ENT_3297,ENT_1387,0.6
ENT_6667,ENT_6908,0.6
ENT_2959,ENT_6667,0.597
ENT_2959,ENT_7528,0.597
ENT_6670,ENT_1387,0.596
ENT_3725,ENT_466,0.595
ENT_1387,ENT_7528,0.594
ENT_3726,ENT_7528,0.593
ENT_7528,ENT_3727,0.593
ENT_60,ENT_7528,0.592
ENT_367,ENT_1386,0.59
ENT_405,ENT_6667,0.59
ENT_2353,ENT_2099,0.59
ENT_3065,ENT_4205,0.587
ENT_1499,ENT_1958,0.585
ENT_1499,ENT_6667,0.582
ENT_3172,ENT_2099,0.581
ENT_367,ENT_3172,0.579
ENT_367,ENT_7050,0.576
ENT_1387,ENT_2002,0.576
ENT_1051,ENT_2002,0.576
ENT_6776,ENT_6774,0.575
ENT_4609,ENT_5925,0.575
ENT_3659,ENT_4790,0.575
ENT_1050,ENT_6927,0.575
ENT_6775,ENT_6774,0.575
ENT_6774,ENT_2099,0.575
ENT_1385,ENT_4609,0.575
ENT_1051,ENT_1054,0.575
ENT_367,ENT_4790,0.575
ENT_3172,ENT_6927,0.575
ENT_2113,ENT_2908,0.575
ENT_367,ENT_2099,0.575
ENT_1385,ENT_7528,0.575
ENT_2114,ENT_7157,0.575
ENT_1869,ENT_4790,0.575
ENT_60,ENT_467,0.575
ENT_6776,ENT_2908,0.575
ENT_367,ENT_5966,0.575
ENT_1051,ENT_6778,0.575
ENT_6773,ENT_6778,0.575
ENT_1499,ENT_3091,0.575
ENT_1385,ENT_4654,0.575
ENT_367,ENT_2908,0.575
ENT_7020,ENT_4609,0.575
ENT_2625,ENT_4602,0.575
ENT_4609,ENT_1051,0.575
ENT_405,ENT_5925,0.575
ENT_5970,ENT_2353,0.575
ENT_7020,ENT_7528,0.575
ENT_467,ENT_1051,0.575
ENT_2308,ENT_3202,0.575
ENT_6776,ENT_4790,0.575
ENT_4602,ENT_1051,0.575
ENT_7528,ENT_5971,0.575
ENT_6776,ENT_1051,0.575
ENT_60,ENT_6927,0.575
ENT_6776,ENT_6777,0.575
ENT_5970,ENT_6778,0.575
ENT_4089,ENT_3172,0.575
ENT_2308,ENT_1051,0.575
ENT_3091,ENT_5925,0.575
ENT_6778,ENT_4790,0.575
ENT_467,ENT_4790,0.575
ENT_4609,ENT_7528,0.575
ENT_2625,ENT_2114,0.575
ENT_4609,ENT_3091,0.575
ENT_2308,ENT_5468,0.575
ENT_4086,ENT_7157,0.575
ENT_5970,ENT_468,0.575
ENT_2353,ENT_4775,0.575
ENT_2353,ENT_6927,0.575
ENT_6774,ENT_6927,0.575
ENT_5966,ENT_6908,0.575
ENT_4609,ENT_2099,0.575
ENT_367,ENT_4089,0.575
ENT_5970,ENT_3659,0.575
ENT_4205,ENT_4654,0.575
ENT_2959,ENT_5966,0.575
ENT_467,ENT_1387,0.575
ENT_2624,ENT_6774,0.575
ENT_3297,ENT_6772,0.575
ENT_1385,ENT_1051,0.575
ENT_1050,ENT_4609,0.575
ENT_2113,ENT_6667,0.575
ENT_6778,ENT_7157,0.575
ENT_4776,ENT_1387,0.575
ENT_4609,ENT_4801,0.575
ENT_405,ENT_2099,0.575
ENT_367,ENT_6908,0.575
ENT_2113,ENT_2353,0.575
ENT_5468,ENT_2908,0.575
ENT_1869,ENT_7157,0.575
ENT_2353,ENT_4790,0.575
ENT_2113,ENT_6778,0.575
ENT_1876,ENT_1869,0.575
ENT_1050,ENT_2624,0.575
ENT_1385,ENT_466,0.575
ENT_5970,ENT_5465,0.575
ENT_2623,ENT_6774,0.575
ENT_5970,ENT_1958,0.575
ENT_4086,ENT_6774,0.575
ENT_1051,ENT_6774,0.575
ENT_5925,ENT_6774,0.575
ENT_5925,ENT_3727,0.575
ENT_2114,ENT_2908,0.575
ENT_4089,ENT_1386,0.575
ENT_7157,ENT_2597,0.575
ENT_1050,ENT_4776,0.575
ENT_7020,ENT_5925,0.575
ENT_6775,ENT_1387,0.575
ENT_367,ENT_2597,0.575
ENT_1051,ENT_7157,0.575
ENT_6774,ENT_4654,0.575
ENT_2113,ENT_1386,0.575
ENT_6772,ENT_467,0.575
ENT_1050,ENT_1387,0.575
ENT_1051,ENT_4790,0.575
ENT_5970,ENT_367,0.575
ENT_468,ENT_1051,0.575
ENT_3065,ENT_6908,0.575
ENT_3172,ENT_7157,0.575
ENT_2114,ENT_6777,0.575
ENT_2962,ENT_4609,0.575
ENT_7020,ENT_6667,0.575
ENT_4205,ENT_4089,0.575
ENT_7020,ENT_1499,0.575
ENT_1051,ENT_1387,0.575
ENT_2353,ENT_2002,0.575
ENT_3297,ENT_1051,0.575
ENT_1869,ENT_2099,0.575
ENT_6670,ENT_7528,0.575
ENT_2113,ENT_2625,0.575
ENT_2113,ENT_6777,0.575
ENT_367,ENT_3091,0.575
ENT_6776,ENT_4602,0.575
ENT_4149,ENT_3091,0.573
ENT_4609,ENT_60,0.573
ENT_2308,ENT_4089,0.573
ENT_4654,ENT_2099,0.573
ENT_2308,ENT_2290,0.573
ENT_6776,ENT_1387,0.571
ENT_466,ENT_2099,0.571
ENT_1050,ENT_3725,0.571
ENT_4801,ENT_6908,0.571
ENT_6777,ENT_1387,0.571
ENT_6773,ENT_6774,0.571
ENT_1050,ENT_4149,0.571
ENT_1050,ENT_367,0.569
ENT_2353,ENT_6774,0.569
ENT_4654,ENT_9421,0.569
ENT_2959,ENT_3172,0.569
ENT_1051,ENT_2908,0.569
ENT_2962,ENT_2353,0.569
ENT_2962,ENT_3725,0.569
ENT_4089,ENT_3727,0.569
ENT_6934,ENT_4609,0.569
ENT_1050,ENT_2099,0.569
ENT_3397,ENT_2002,0.569
ENT_7050,ENT_4086,0.569
ENT_3065,ENT_4089,0.569
ENT_4609,ENT_1499,0.569
ENT_3725,ENT_4089,0.569
ENT_367,ENT_1051,0.569
ENT_4090,ENT_3065,0.569
ENT_1050,ENT_1499,0.569
ENT_3172,ENT_6908,0.569
ENT_5080,ENT_6908,0.567
ENT_4089,ENT_2099,0.567
ENT_3297,ENT_2959,0.567
ENT_1050,ENT_4089,0.567
ENT_3065,ENT_4772,0.567
ENT_4609,ENT_4602,0.567
ENT_4149,ENT_7528,0.567
ENT_4089,ENT_1387,0.567
ENT_6667,ENT_5966,0.567
ENT_5080,ENT_5925,0.567
ENT_2962,ENT_405,0.567
ENT_3727,ENT_2099,0.565
ENT_367,ENT_1869,0.565
ENT_6670,ENT_1051,0.565
ENT_1387,ENT_466,0.565
ENT_5970,ENT_6670,0.565
ENT_4086,ENT_7528,0.565
ENT_5468,ENT_5925,0.565
ENT_7157,ENT_5925,0.565
ENT_3726,ENT_2099,0.565
ENT_3725,ENT_7050,0.565
ENT_1499,ENT_4089,0.565
ENT_4089,ENT_7528,0.565
ENT_2308,ENT_7157,0.565
ENT_1499,ENT_2099,0.565
ENT_1387,ENT_3659,0.563
ENT_2959,ENT_468,0.563
ENT_4089,ENT_2290,0.563
ENT_6772,ENT_6777,0.563
ENT_2114,ENT_2353,0.563
ENT_6667,ENT_4654,0.563
ENT_1051,ENT_5468,0.563
ENT_4149,ENT_4089,0.563
ENT_5080,ENT_4089,0.563
ENT_5970,ENT_3091,0.563
ENT_5970,ENT_5468,0.563
ENT_4090,ENT_5080,0.563
ENT_7020,ENT_7157,0.563
ENT_7020,ENT_5468,0.563
ENT_2908,ENT_6908,0.563
ENT_2113,ENT_2114,0.563
ENT_468,ENT_6908,0.563
ENT_5080,ENT_4086,0.563
ENT_4773,ENT_1958,0.563
ENT_367,ENT_60,0.563
ENT_4772,ENT_1958,0.563
ENT_5970,ENT_467,0.563
ENT_1869,ENT_6670,0.563
ENT_2290,ENT_4086,0.563
ENT_2113,ENT_3727,0.555
ENT_2114,ENT_3727,0.51
ENT_468,ENT_1386,0.5
ENT_1050,ENT_467,0.493
ENT_467,ENT_2353,0.483
ENT_467,ENT_1054,0.469
ENT_3397,ENT_4617,0.463
ENT_1876,ENT_5925,0.462
ENT_2624,ENT_4089,0.46
ENT_3725,ENT_1054,0.441
ENT_3065,ENT_3727,0.436
ENT_4086,ENT_3202,0.409
ENT_3065,ENT_1958,0.402
