HS,ENT_11211,ENT_1855,1,3
HS,ENT_11211,ENT_1856,1,3
HS,ENT_11211,ENT_1857,1,3
HS,ENT_11211,ENT_23236,1,3
HS,ENT_11211,ENT_5330,1,3
HS,ENT_11211,ENT_5331,1,3
HS,ENT_11211,ENT_5332,1,3
HS,ENT_2535,ENT_1855,1,3
HS,ENT_2535,ENT_1856,1,3
HS,ENT_2535,ENT_1857,1,3
HS,ENT_2535,ENT_23236,1,3
HS,ENT_2535,ENT_5330,1,3
HS,ENT_2535,ENT_5331,1,3
HS,ENT_2535,ENT_5332,1,3
HS,ENT_7855,ENT_1855,1,3
HS,ENT_7855,ENT_1856,1,3
HS,ENT_7855,ENT_1857,1,3
HS,ENT_7855,ENT_23236,1,3
HS,ENT_7855,ENT_5330,1,3
HS,ENT_7855,ENT_5331,1,3
HS,ENT_7855,ENT_5332,1,3
HS,ENT_7976,ENT_1855,1,3
HS,ENT_7976,ENT_1856,1,3
HS,ENT_7976,ENT_1857,1,3
HS,ENT_7976,ENT_23236,1,3
HS,ENT_7976,ENT_5330,1,3
HS,ENT_7976,ENT_5331,1,3
HS,ENT_7976,ENT_5332,1,3
HS,ENT_8321,ENT_1855,1,3
HS,ENT_8321,ENT_1856,1,3
HS,ENT_8321,ENT_1857,1,3
HS,ENT_8321,ENT_23236,1,3
HS,ENT_8321,ENT_5330,1,3
HS,ENT_8321,ENT_5331,1,3
HS,ENT_8321,ENT_5332,1,3
HS,ENT_8322,ENT_1855,1,3
HS,ENT_8322,ENT_1856,1,3
HS,ENT_8322,ENT_1857,1,3
HS,ENT_8322,ENT_23236,1,3
HS,ENT_8322,ENT_5330,1,3
HS,ENT_8322,ENT_5331,1,3
HS,ENT_8322,ENT_5332,1,3
HS,ENT_8323,ENT_1855,1,3
HS,ENT_8323,ENT_1856,1,3
HS,ENT_8323,ENT_1857,1,3
HS,ENT_8323,ENT_23236,1,3
HS,ENT_8323,ENT_5330,1,3
HS,ENT_8323,ENT_5331,1,3
HS,ENT_8323,ENT_5332,1,3
HS,ENT_8324,ENT_1855,1,3
HS,ENT_8324,ENT_1856,1,3
HS,ENT_8324,ENT_1857,1,3
HS,ENT_8324,ENT_23236,1,3
HS,ENT_8324,ENT_5330,1,3
